customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_bin,tenure_bin,PaperlessBilling_bin,OnlineSecurity_bin,TechSupport_bin,pred_churn_prob,pred_churn_class
5129-HHMZC,Female,0,1,0,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,No,0,"(36.0, 48.0]",0,1,1,0.021617251063407623,0
9637-CDTKZ,Male,0,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No,0,"(60.0, 72.0]",1,1,1,0.050985589727537896,0
3946-JEWRQ,Male,0,1,0,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563.0,No,0,"(36.0, 48.0]",1,0,0,0.23847518843916743,0
7873-CVMAW,Male,0,0,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,0,"(60.0, 72.0]",0,1,1,0.00979148120497189,0
0463-WZZKO,Male,0,0,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No,0,"(-0.001, 12.0]",1,0,0,0.24193660121955549,0
3494-JCHRQ,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,1,"(-0.001, 12.0]",1,0,0,0.735265254342082,1
6474-FVJLC,Male,0,0,0,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,"(-0.001, 12.0]",1,0,0,0.7373807801924768,1
4524-QCSSM,Male,0,0,0,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,0,"(24.0, 36.0]",1,1,0,0.1801804035991612,0
5832-EXGTT,Male,0,1,1,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No,0,"(24.0, 36.0]",1,1,0,0.16065848146506423,0
8840-DQLGN,Female,1,1,0,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,1,"(24.0, 36.0]",1,1,1,0.3506328691886073,0
2039-JONDJ,Male,0,0,0,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,No,0,"(24.0, 36.0]",0,1,0,0.07557538962895814,0
7217-JYHOQ,Male,0,1,1,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,0,"(12.0, 24.0]",1,1,1,0.14433242453671036,0
6695-FRVEC,Male,0,1,1,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No,0,"(60.0, 72.0]",1,1,1,0.008126828422351963,0
4547-LYTDD,Female,0,0,0,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1,"(12.0, 24.0]",0,0,0,0.5470794715851031,1
9894-QMIMJ,Female,0,0,0,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,No,0,"(12.0, 24.0]",0,0,0,0.13754177731774977,0
8069-YQQAJ,Male,0,0,0,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,No,0,"(12.0, 24.0]",1,0,0,0.3303230635544892,0
6770-XUAGN,Female,0,1,1,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,Yes,1,"(-0.001, 12.0]",1,0,0,0.3241545252558431,0
4193-ORFCL,Female,1,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,1,"(-0.001, 12.0]",0,0,0,0.47049756859278596,0
1636-NTNCO,Male,1,0,0,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,0,"(-0.001, 12.0]",1,0,0,0.5250088654251236,1
3466-WAESX,Male,0,0,1,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No,0,"(12.0, 24.0]",1,1,0,0.33007761126843643,0
9281-PKKZE,Female,0,1,0,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,No,0,"(36.0, 48.0]",1,0,0,0.1726790821950453,0
3638-VBZTA,Male,0,0,1,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No,0,"(60.0, 72.0]",1,1,1,0.015347891977794527,0
7459-IMVYU,Male,0,0,0,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,No,0,"(36.0, 48.0]",0,1,1,0.11273844739111984,0
7776-QWNFX,Male,1,1,0,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,1,"(24.0, 36.0]",1,0,0,0.290015265065667,0
6689-TCZHQ,Female,1,0,0,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,1,"(-0.001, 12.0]",0,0,0,0.6952090924730243,1
8563-OYMQY,Male,0,0,0,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,No,0,"(12.0, 24.0]",1,0,0,0.5542438083177177,1
0754-EEBDC,Male,0,1,1,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,No,0,"(-0.001, 12.0]",0,0,0,0.04235486151650999,0
5777-ZPQNC,Female,0,0,0,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No,0,"(-0.001, 12.0]",0,0,0,0.09806637586467261,0
1951-IEYXM,Male,0,1,1,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,No,0,"(60.0, 72.0]",1,1,1,0.013844708334741334,0
3318-NMQXL,Male,0,0,0,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,No,0,"(-0.001, 12.0]",1,0,0,0.7353285921146637,1
3143-ILDAL,Male,0,0,0,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,1,"(48.0, 60.0]",1,0,1,0.2986460247911586,0
1022-RKXDR,Female,0,0,0,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,No,0,"(36.0, 48.0]",1,0,0,0.024750417133760954,0
2361-FJWNO,Male,0,0,0,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36.0,1382.9,No,0,"(36.0, 48.0]",0,0,1,0.03314686076655805,0
2272-UOINI,Female,0,0,0,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,No,0,"(-0.001, 12.0]",1,1,1,0.36975707786359785,0
8232-UTFOZ,Male,0,0,0,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,No,0,"(60.0, 72.0]",0,0,0,0.0017115217258731965,0
3750-YHRYO,Male,0,1,1,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,No,0,"(-0.001, 12.0]",0,0,0,0.07173038119153097,0
6637-KYRCV,Female,0,1,1,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,No,0,"(-0.001, 12.0]",1,0,0,0.5090334515603016,1
5668-MEISB,Female,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,No,0,"(60.0, 72.0]",0,1,1,0.024159783235409883,0
0129-QMPDR,Male,0,1,1,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,No,0,"(36.0, 48.0]",1,0,0,0.018048612879572438,0
7188-CBBBA,Female,0,0,0,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,0,"(60.0, 72.0]",1,0,0,0.22403816589289394,0
5356-CSVSQ,Female,0,0,0,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,No,0,"(-0.001, 12.0]",0,0,1,0.4093541503926093,0
3221-CJMSG,Male,0,0,0,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No,0,"(12.0, 24.0]",1,0,1,0.2033058263533413,0
4720-VSTSI,Female,0,0,0,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,1,"(36.0, 48.0]",1,0,0,0.37228471700787896,0
3219-JQRSL,Female,1,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,0,"(60.0, 72.0]",0,1,1,0.012975046715703504,0
2801-NISEI,Male,0,0,0,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,No,0,"(12.0, 24.0]",0,1,1,0.15251561062128347,0
3946-MHCZW,Male,0,0,0,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,1,"(-0.001, 12.0]",0,0,0,0.40727138882478836,0
4623-ZKHLY,Male,0,1,0,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,0,"(12.0, 24.0]",1,0,0,0.11569584331309259,0
6732-VAILE,Male,0,1,1,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,0,"(60.0, 72.0]",1,0,1,0.020321130752744332,0
8201-AAXCB,Male,0,1,1,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,No,0,"(24.0, 36.0]",0,0,0,0.2611004750679324,0
7696-CFTAT,Male,0,1,1,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,No,0,"(36.0, 48.0]",0,0,0,0.008371592770522138,0
1845-CSBRZ,Female,1,1,1,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,0,"(12.0, 24.0]",0,0,0,0.4679270342228306,0
2123-VSCOT,Female,0,1,1,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No,0,"(48.0, 60.0]",1,0,1,0.023203407654634307,0
6651-AZVTJ,Male,0,1,1,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,1,"(48.0, 60.0]",1,0,0,0.43332853297981183,0
4566-GOLUK,Male,0,1,1,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,1,"(36.0, 48.0]",1,0,1,0.31134858874159943,0
2484-DGXPZ,Female,0,1,1,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,1,"(24.0, 36.0]",1,0,0,0.06180939275639332,0
2018-QKYGT,Male,0,1,1,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,No,0,"(-0.001, 12.0]",1,0,0,0.7108756846516259,1
2792-VPPET,Male,0,0,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,No,0,"(-0.001, 12.0]",1,0,0,0.3297042993512812,0
7409-JURKQ,Female,0,1,0,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No,0,"(48.0, 60.0]",1,0,1,0.20724081978113285,0
3247-MHJKM,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0,"(-0.001, 12.0]",0,0,0,0.19883486833873112,0
1964-SVLEA,Male,0,0,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,No,0,"(12.0, 24.0]",1,0,0,0.06564718754736668,0
4587-NUKOX,Female,0,0,0,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,1,"(-0.001, 12.0]",1,1,0,0.6350571360761731,1
7297-DVYGA,Female,0,0,0,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,No,0,"(48.0, 60.0]",1,0,0,0.014919246015960673,0
2239-CGBUZ,Female,0,1,0,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,No,0,"(48.0, 60.0]",1,1,1,0.036656584485762256,0
0854-UYHZD,Female,0,1,1,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,No,0,"(12.0, 24.0]",0,0,0,0.027603671671234092,0
7243-LCGGZ,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,No,0,"(-0.001, 12.0]",0,0,0,0.20327595278797467,0
8267-KFGYD,Male,0,0,1,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,No,0,"(-0.001, 12.0]",1,0,0,0.2318697225772035,0
4890-VMUAV,Male,0,0,0,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,No,0,"(60.0, 72.0]",0,1,1,0.026792003026404616,0
9261-WDCAF,Male,0,0,0,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,0,"(-0.001, 12.0]",0,0,0,0.3922376621995489,0
3764-MNMOI,Male,0,0,0,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,No,0,"(36.0, 48.0]",0,0,0,0.005614297274325318,0
7442-YGZFK,Male,0,0,0,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,0,"(-0.001, 12.0]",1,0,0,0.493594569833858,0
0420-BWTPW,Male,0,0,1,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,1,"(-0.001, 12.0]",0,0,0,0.27711581155684667,0
8229-BUJHX,Female,0,1,1,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,No,0,"(60.0, 72.0]",0,0,0,0.0015082176008560306,0
7449-HVPIV,Male,0,1,1,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,0,"(48.0, 60.0]",1,0,0,0.26913884769105967,0
5504-WSIUR,Female,0,0,0,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,No,0,"(60.0, 72.0]",1,0,1,0.0982250180949799,0
8183-ONMXC,Female,0,0,0,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,1,"(-0.001, 12.0]",0,0,0,0.6648227311490228,1
8466-PZBLH,Male,0,1,1,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,0,"(60.0, 72.0]",0,1,1,0.026295892377674934,0
9614-RMGHA,Male,0,1,0,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,1,"(60.0, 72.0]",1,0,0,0.25857927624503557,0
8735-IJJEG,Male,0,1,0,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,No,0,"(12.0, 24.0]",0,0,0,0.2832709407495514,0
0564-MUUQK,Female,0,1,1,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No,0,"(12.0, 24.0]",1,0,1,0.4289535024004206,0
5054-IEXZT,Male,0,0,1,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,"(-0.001, 12.0]",1,0,0,0.7048419667206846,1
5834-ASPWA,Male,0,0,0,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,1,"(-0.001, 12.0]",1,0,0,0.7380914640339796,1
0701-RFGFI,Female,0,1,1,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,0,"(48.0, 60.0]",1,0,0,0.33435026644667043,0
0019-EFAEP,Female,0,0,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,0,"(60.0, 72.0]",1,1,0,0.060408981864608975,0
5619-PTMIK,Female,0,1,0,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,0,"(36.0, 48.0]",0,1,0,0.09912908705251304,0
3737-XBQDD,Male,0,0,0,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,0,"(12.0, 24.0]",1,0,0,0.5049185383535565,1
5882-CMAZQ,Female,0,1,1,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,0,"(-0.001, 12.0]",0,0,1,0.32921616355165917,0
5846-QFDFI,Female,0,1,1,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,0,"(24.0, 36.0]",0,0,1,0.234782083109908,0
4445-KWOKW,Female,0,0,0,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,0,"(36.0, 48.0]",1,1,0,0.06919082047772857,0
3511-APPBJ,Male,0,0,0,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,0,"(12.0, 24.0]",1,1,0,0.27475212023170936,0
7967-HYCDE,Male,0,0,0,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,0,"(-0.001, 12.0]",0,0,0,0.516543399910568,1
2430-RRYUW,Male,0,0,0,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,0,"(60.0, 72.0]",1,1,0,0.02236023695122451,0
3948-XHGNA,Male,0,0,0,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,"(12.0, 24.0]",1,1,0,0.20308534315265722,0
3723-BFBGR,Male,1,0,0,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0,"(12.0, 24.0]",0,0,0,0.2564630417403183,0
0565-IYCGT,Male,0,0,0,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,"(60.0, 72.0]",1,1,1,0.025072062195565223,0
5447-WZAFP,Female,0,0,0,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,0,"(48.0, 60.0]",1,0,0,0.21958602960993542,0
5110-CHOPY,Female,0,0,0,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,0,"(48.0, 60.0]",0,1,0,0.014802611475517011,0
5445-UTODQ,Female,0,1,0,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,"(-0.001, 12.0]",1,0,0,0.7118115379589093,1
4425-OWHWB,Female,0,0,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,0,"(12.0, 24.0]",1,0,0,0.06717304110253054,0
7892-QVYKW,Female,0,1,1,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,0,"(12.0, 24.0]",0,0,0,0.47088736782728646,0
9675-ICXCT,Male,0,1,1,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,0,"(60.0, 72.0]",1,1,1,0.016281491339213493,0
1024-VRZHF,Male,0,1,0,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,1,"(-0.001, 12.0]",1,0,0,0.6708304711878987,1
4703-MQYKT,Male,0,0,0,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,0,"(12.0, 24.0]",0,0,0,0.02050320764827267,0
9497-QCMMS,Male,1,0,0,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,"(-0.001, 12.0]",1,0,0,0.7911557003455633,1
5692-ICXLW,Male,1,0,0,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,0,"(24.0, 36.0]",1,0,0,0.6188906805645217,1
0602-DDUML,Female,0,0,0,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,0,"(48.0, 60.0]",0,0,1,0.015938963464287713,0
2208-MPXIO,Female,0,1,1,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,0,"(36.0, 48.0]",1,0,0,0.009038823814867803,0
1960-UYCNN,Male,0,0,0,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,0,"(-0.001, 12.0]",1,0,0,0.7050193581710487,1
0348-SDKOL,Female,0,1,0,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,1,"(48.0, 60.0]",1,0,1,0.2522470478499253,0
3190-FZATL,Male,0,0,1,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,0,"(12.0, 24.0]",0,0,0,0.09585784922964671,0
7336-RLLRH,Male,0,1,0,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,0,"(24.0, 36.0]",0,1,1,0.0656183236152635,0
4373-MAVJG,Female,0,1,1,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,1,"(12.0, 24.0]",1,0,0,0.5576455817380547,1
8901-HJXTF,Female,0,1,1,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,1,"(-0.001, 12.0]",0,0,0,0.24694654754924025,0
7710-JSYOA,Female,0,1,1,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0,"(60.0, 72.0]",1,0,1,0.04875972186045936,0
5419-KLXBN,Female,0,1,1,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,1,"(24.0, 36.0]",1,0,0,0.47894941134269,0
3424-NMNBO,Male,1,1,0,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,"(48.0, 60.0]",1,1,0,0.27432808246869944,0
9885-MFVSU,Female,0,1,1,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,0,"(24.0, 36.0]",1,1,1,0.022322100442267182,0
4514-GFCFI,Female,1,0,0,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,1,"(12.0, 24.0]",1,0,0,0.7060724216913266,1
0607-MVMGC,Male,0,1,1,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,0,"(36.0, 48.0]",0,0,0,0.07106837028432361,0
3365-SAIGS,Female,0,0,0,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,0,"(12.0, 24.0]",1,0,0,0.636619732510956,1
9828-AOQLM,Female,0,1,1,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,1,"(-0.001, 12.0]",1,0,0,0.5664552661216756,1
8022-BECSI,Male,0,0,0,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,0,"(12.0, 24.0]",0,0,0,0.03894164316721362,0
8000-REIQB,Female,1,0,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,"(-0.001, 12.0]",1,0,0,0.7848220646450825,1
9993-LHIEB,Male,0,1,1,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,0,"(60.0, 72.0]",0,1,1,0.006034136730110172,0
0266-CLZKZ,Female,0,1,1,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,"(60.0, 72.0]",1,0,1,0.06220142765783131,0
